Id,Label,twitter_author_id,gender,city
926,khalifawahome92,3093026901.0,prefer not to say,Nairobi
927,azilis_yummy,1.4154004196402012e+18,prefer not to say,Nairobi
928,cosmutt,460030794.0,prefer not to say,Nairobi
929,ChrispusMogwas,8.941378709481595e+17,male,Nairobi
930,japheth_sande,1.184924199955112e+18,prefer not to say,Nairobi
931,WanjikuHSC,9.357161080190976e+17,prefer not to say,Nairobi
932,e_rakki,4053580863.0,prefer not to say,Nairobi
933,EmmathequeenB,1.2153506929589166e+18,female,Nairobi
934,IsManue_,1.3712175849352888e+18,prefer not to say,Nairobi
935,la_greatke,1.4826450830401454e+18,prefer not to say,Nakuru
936,Josephgichuhi17,4872636304.0,prefer not to say,Nairobi
937,_idaIinya,1.489235120720687e+18,prefer not to say,Nairobi
938,TabithaBrendah,1.4538331646700872e+18,female,Kisumu
939,Joseochyberry,8.937099977162424e+17,male,Nairobi
940,lamar__eric,1.467931198357971e+18,male,Nairobi
941,empiremike__,1.4518905812742554e+18,prefer not to say,Nairobi
942,Rpst020,1.52009883276331e+18,prefer not to say,Nairobi
943,lenny_mwandiki,1.2380224831245926e+18,prefer not to say,Nairobi
944,Bellah_Christah,1.3564762458448978e+18,male,Nairobi
945,FrancisK_254,1608199296.0,male,Nairobi
946,spaqqz,1.2396504888591974e+18,prefer not to say,Nakuru
947,IamBeste1_,1.0038096847495044e+18,prefer not to say,Nairobi
948,Mammito12,1.3818636013765386e+18,prefer not to say,Nairobi
949,onlinefaceoff,1.0894528339157606e+18,prefer not to say,Nairobi
950,JudithJepkoech8,8.842798744956314e+17,prefer not to say,Eldoret
951,MairuraRatemo,3384307331.0,male,Nairobi
952,maggie82122213,892437648.0,female,Nairobi
953,Bnangitiyo,1.1865695877117747e+18,prefer not to say,Kakamega
954,NICKIKIMZ1,1399010820.0,male,Meru
955,jimmymuniu,135123203.0,prefer not to say,Mombasa
956,JamesWaikwa,382072222.0,prefer not to say,Mombasa
957,WeslyKym,222009656.0,prefer not to say,Nairobi
958,DanBarrister,750877531.0,male,Nairobi
959,Hassowgaiya,1.0802774029059524e+18,prefer not to say,Nairobi
960,bram_engineer,1.1620065268586004e+18,prefer not to say,Nairobi
961,JuliusMutiso14,1.1514336584919532e+18,male,Nairobi
962,BobKoech3,1.527699466676994e+18,male,Nairobi
963,msobrown22,8.861503482090496e+17,prefer not to say,Mombasa
964,RealOTIKO,4821597605.0,prefer not to say,Thika
965,Amvall254,1.2318672154331423e+18,prefer not to say,Nairobi
966,BLUstarisme,1.3030473093417247e+18,prefer not to say,Nairobi
967,Bluesman_kenya,1.2551667176990106e+18,prefer not to say,Nakuru
968,f3cci,1.2070250060284357e+18,prefer not to say,Unknown
969,hesbonmogire11,1.4754264805533532e+18,prefer not to say,Kisii
970,kingpiplord,1.5150181800450253e+18,prefer not to say,Nairobi
971,leftie_1,1.4112189310928036e+18,prefer not to say,Nairobi
972,Michael78046798,1.473359481484583e+18,prefer not to say,Kilifi
973,Kenbrianbosco,1215094620.0,prefer not to say,Kericho
974,Sousey_,1.316464854543278e+18,prefer not to say,Nairobi
975,opijah,223363269.0,male,Nairobi
976,Wangari_Gakuo,1.419411996022354e+18,prefer not to say,Nairobi
977,adipojr51,1.3896634207446016e+18,prefer not to say,Nairobi
978,MohBert1,1.25174168783727e+18,prefer not to say,Nairobi
979,MureithiNicky,1.256285259987067e+18,female,Nakuru
980,TheEvansOmondi,3300039237.0,prefer not to say,Nairobi
981,johnikahu,9.653201360382484e+17,male,Nairobi
982,Afraha_icon,1.4372860482713805e+18,prefer not to say,Nairobi
983,EngMatheka,1.4218123101050143e+18,male,Nairobi
984,allanomondi391,1.457649038027858e+18,prefer not to say,Nairobi
985,Dinohoe4ke,1.3381854028055798e+18,prefer not to say,Nanyuki
986,tembeakenyaa,1.460713887263826e+18,prefer not to say,Nairobi
987,its_vibon,1.5056827275840266e+18,prefer not to say,Nairobi
988,karaure254,1.0693103391860736e+18,male,Mombasa
989,yingyang_4eva,1.3315222364743885e+18,prefer not to say,Kisumu
990,JogooRangi,1.1239248632390532e+18,prefer not to say,Nairobi
991,liam_tweep,1.245391158802604e+18,prefer not to say,Nairobi
992,dan_mutuku254,2898342127.0,male,Nairobi
993,Ni_collo,1.394226566389973e+18,male,Nairobi
994,BakeanConcepts,3870939927.0,prefer not to say,Nairobi
995,_kenwells,7.107364437364982e+17,prefer not to say,Nairobi
996,kevinbett_,565407418.0,male,Nairobi
997,Larus354,3544097956.0,prefer not to say,Nairobi
998,ungumwendia,1550442871.0,prefer not to say,Nairobi
999,BivonDuke,1.252646519242711e+18,prefer not to say,Nairobi
1000,NewsAlerts_Ke,1.352330918766252e+18,prefer not to say,Nairobi
1001,robin__ke,1.2501747010890138e+18,prefer not to say,Nakuru
1002,shoobee111,1.4424573944836628e+18,prefer not to say,Mombasa
1003,Tessymbuguaa,1.4345730428989358e+18,female,Nairobi
1004,inbuilt_tibet,1.231861993914671e+18,prefer not to say,Nairobi
1005,itskachunee,1.299724226337878e+18,prefer not to say,Nakuru
1006,miteibet,1509613346.0,male,Unknown
1007,Lord_Olelieza,413038728.0,male,Nairobi
1008,Lilcaphy,1.403830521403265e+18,prefer not to say,Nairobi
1009,Rajini_Nicholas,1.3489527416962048e+18,prefer not to say,Machakos
1010,TubmanOdoyo,887285448.0,prefer not to say,Nairobi
1011,stewartdemich,2945400202.0,male,Mombasa
1012,Tonnie_Kroos,1.2488684757219942e+18,prefer not to say,Nairobi
1013,DenviQ_Kenya,1.2979305383853793e+18,prefer not to say,Nairobi
1014,badgirlsbible_0,1.2495805717408522e+18,male,Nairobi
1015,SirKoech,18043755.0,male,Nairobi
1016,ghafla_kenya,9.67790472772178e+17,prefer not to say,Nairobi
1017,Mr_ephra_cfc,595327847.0,male,Meru
1018,Mosbeybz,8.57847844266537e+17,male,Eldoret
1019,allan_kiborek,1278857335.0,prefer not to say,Nairobi
1020,__marcelo2,1.4297388553773425e+18,prefer not to say,Nairobi
1021,EzraOndara,322611246.0,male,Nairobi
1022,de_wach,310807378.0,male,Nairobi
1023,EdwinAndabwa,1030360417.0,male,Nairobi
1024,Migwi_Ndungu,3390607606.0,prefer not to say,Nairobi
1025,wambuijohnson,7.437235568406938e+17,male,Nairobi
1026,crystalbeautypl,1.3128444210592727e+18,female,Nairobi
1027,dennostepper7,1.256539673914151e+18,prefer not to say,Nairobi
1028,GodfearingDude,54986954.0,prefer not to say,Nairobi
1029,kibettigit,9.122247288610202e+17,prefer not to say,Nairobi
1030,MutumaKenn,1.393338819123073e+18,male,Thika
1031,JosephKitonga4,8.708638391931658e+17,male,Nairobi
1032,wangui_ngirci,1.4079658912712704e+18,female,Nairobi
1033,BoniKanyuira,1880540610.0,prefer not to say,Nairobi
1034,Dicesounds,1.313528914380288e+18,prefer not to say,Nairobi
1035,spoiler77521449,1.38785239847612e+18,prefer not to say,Nairobi
1036,MsaTopBlogger,1.259380139433091e+18,prefer not to say,Mombasa
1037,Its_Kipsang,1.166579730855977e+18,prefer not to say,Eldoret
1038,Kifaru_Insome,1248007506.0,prefer not to say,Nairobi
1039,Baxsan10,1.343589637219119e+18,prefer not to say,Nairobi
1040,EngOkora,1.5096503043751813e+18,prefer not to say,Nairobi
1041,KenAdera,347148651.0,female,Nairobi
1042,SharonNaserian6,1.4878934765827768e+18,female,Nairobi
1043,Berlin29Ke,1.4148232939626578e+18,prefer not to say,Nairobi
1044,JoeAsali,852413863.0,prefer not to say,Nairobi
1045,mykol_Kinsley,1.189594304253182e+18,prefer not to say,Nairobi
1046,TechniquesPowe1,1.4442550280641782e+18,prefer not to say,Nairobi
1047,Kimaru_Bett,1469395627.0,prefer not to say,Nairobi
1048,KEVINFRANCOKEV1,1.086893646207746e+18,male,Nairobi
1049,JaneSige,1.3027527835783004e+18,female,Nairobi
1050,benayawawire,572373739.0,prefer not to say,Nairobi
1051,el_ngoya,107003050.0,prefer not to say,Nairobi
1052,kimsmann,270254973.0,prefer not to say,Nairobi
1053,Deeramt,1.3540688876173435e+18,prefer not to say,Nairobi
1054,MwauraMbugua_,1.2905850807259996e+18,prefer not to say,Unknown
1055,VKwoma,1.1445930353444536e+18,male,Nairobi
1056,duoncorleone,198426593.0,male,Unknown
1057,streetking_ke,1.248157007800152e+18,prefer not to say,Nairobi
1058,PatrickKahonge,1565794764.0,male,Nairobi
1059,Paul03238130,1.4470960944087818e+18,male,Nairobi
1060,Harnicho1,2445180075.0,prefer not to say,Unknown
1061,nderitu_kevyn,9.218622339609272e+17,prefer not to say,Nairobi
1062,Felistakare,8.978015173565276e+17,prefer not to say,Thika
1063,chepdebby,2589308553.0,female,Nairobi
1064,mutethiafredie,1.2727523686738616e+18,male,Nairobi
1065,254_don,1876471026.0,male,Nairobi
1066,FreewordKE,1.451148918637613e+18,prefer not to say,Nairobi
1067,JacktonV,9.18507034378752e+17,prefer not to say,Nairobi
1068,GichuhiwaNjogu,8.666208871597793e+17,prefer not to say,Nairobi
1069,kimathi_gitonga,1960761854.0,prefer not to say,Nairobi
1070,DaudiPhil,2930489008.0,prefer not to say,Naivasha
1071,Eugene_Ashiundu,1.0028264482127748e+18,prefer not to say,Kakamega
1072,Ambrosetaracha7,1.445074239304999e+18,prefer not to say,Nairobi
1073,NgaoMark,8.424071047533527e+17,prefer not to say,Nairobi
1074,DannyGreat9,1.2213181274111754e+18,prefer not to say,Thika
1075,korirkipvin,481040710.0,male,Nairobi
1076,sharonkoriryo,2607910925.0,prefer not to say,Eldoret
1077,Willikims,745506012.0,male,Nairobi
1078,KiturDickson,1.1167848418470788e+18,prefer not to say,Nairobi
1079,Chesirecornes,314443657.0,prefer not to say,Nairobi
1080,towett_larry,1.4439711398569124e+18,prefer not to say,Nairobi
1081,PigfarmerSamia,1.3123776599938458e+18,male,Nairobi
1082,SoliteiK,1.0705844386549432e+18,prefer not to say,Nairobi
1083,Renegade_KE,116014111.0,male,Nairobi
1084,stineyegon,8.223112065305805e+17,prefer not to say,Nakuru
1085,kelvinkabu,4780942037.0,male,Nairobi
1086,QueenFatumah,1.3880343638420808e+18,female,Nairobi
1087,Shibalirajacque,7.697892301303562e+17,female,Nairobi
1088,Felix_Serem,1929350952.0,male,Nairobi
1089,MalikSurum,1.4250717416432353e+18,male,Unknown
1090,vic_tumitumi,1.2473828199842857e+18,male,Nairobi
1091,AaronMutai5,9.80104542619566e+17,male,Nairobi
1092,Kandie_Nk,2190280149.0,prefer not to say,Nairobi
1093,samndirangu10,2508084126.0,prefer not to say,Nairobi
1094,ischtka,150620506.0,prefer not to say,Nairobi
1095,viral_chiku,1590945654.0,prefer not to say,Nairobi
1096,BonvicKiptoo,9.51516184532353e+17,prefer not to say,Eldoret
1097,Raphael332074,1.369651832981762e+18,prefer not to say,Nairobi
1098,JAMWAMU,266507655.0,male,Nairobi
1099,Hela4Senator,1.4054795725152625e+18,prefer not to say,Nairobi
1100,dennnnis_king,1.246441702048641e+18,prefer not to say,Machakos
1101,chebii_joan,8.651822915004416e+17,female,Nairobi
1102,Rwantess,1.0231937941020918e+18,female,Eldoret
1103,Dansan_Eminen,942847634.0,prefer not to say,Nairobi
1104,ja_nyakach,4844479168.0,prefer not to say,Nairobi
1105,IsaackKibet10,1.444266781368062e+18,female,Nairobi
1106,kiprono_kip,1740806809.0,prefer not to say,Nairobi
1107,7Dennilson,1.1591569411528008e+18,male,Meru
1108,UsainAlly,1.504021411274367e+18,female,Nairobi
1109,chris_natuleng,4234436067.0,male,Nairobi
1110,DrSWilliamRuto,4023046335.0,male,Nairobi
1111,PMugoMugo,254139236.0,prefer not to say,Nairobi
1112,Murimi_Mwai01,8.000222538156278e+17,prefer not to say,Nairobi
1113,Maxi_7714_,1.4678850353993073e+18,prefer not to say,Nairobi
1114,kib3tt,8.426948890496123e+17,male,Nairobi
1115,TheeJackson_,1502780707.0,prefer not to say,Nairobi
1116,Kecheii001,1.5090870306550456e+18,male,Mombasa
1117,KiptooRuto_,8.90142050708009e+17,prefer not to say,Nairobi
1118,hhammua1,9.489705729728102e+17,male,Nakuru
1119,abukoabuko20,1.341709600630993e+18,prefer not to say,Nairobi
1120,dcijuja,1.4198714835648635e+18,prefer not to say,Nairobi
1121,kimusta,76274573.0,male,Nakuru
1122,Jonngc,1.386963986848129e+18,prefer not to say,Nairobi
1123,SelinaTeyie,7.861714931054264e+17,prefer not to say,Nairobi
1124,selemani_kenya,1.2028331287940137e+18,prefer not to say,Malindi
1125,VictorBartoo,358054449.0,male,Nakuru
1126,NjoguCasto,1404661405.0,prefer not to say,Nairobi
1127,BarmasaBarmasa,962838792.0,prefer not to say,Nairobi
1128,tabani_anthony,1.0131098453047951e+18,male,Nairobi
1129,ItsKibet254,2539426672.0,prefer not to say,Nairobi
1130,chrisheartbit,472029325.0,prefer not to say,Nairobi
1131,MybigorderKe,1683042660.0,prefer not to say,Nairobi
1132,leomtetezy,2764545879.0,prefer not to say,Nairobi
1133,CursorSuppliers,1.2808985343557427e+18,prefer not to say,Nairobi
1134,Ntomugania,9.131028960146884e+17,prefer not to say,Nairobi
1135,KinyuaMuchoki,1.2533219670185e+18,prefer not to say,Nairobi
1136,BeingCheruu,3321040162.0,prefer not to say,Nairobi
1137,CypKim,4058150716.0,male,Nairobi
1138,karenmwakio,1.1924470881325384e+18,female,Nairobi
1139,dougie_gathitu,8.58015881519149e+17,male,Nairobi
1140,jossyKe10,1.51864236485163e+18,prefer not to say,Nairobi
1141,DjibrilJuma,2871488297.0,prefer not to say,Kakamega
1142,Stephenmacha2,8.322351018912276e+17,male,Nairobi
1143,RobjunLimited,1380815491.0,prefer not to say,Nairobi
1144,bbg_Nancy,1.49420722756087e+18,female,Nakuru
1145,muigai_Nywele,7.629371363205079e+17,prefer not to say,Nairobi
1146,IvyGaku,283996170.0,female,Nairobi
1147,MkulimaBm,1.3645204335722824e+18,prefer not to say,Unknown
1148,PloSigei,1.0587358287327028e+18,prefer not to say,Nairobi
1149,youngkayla2000,1.5112675374970798e+18,prefer not to say,Kisii
1150,Alex_Ogada,2748696600.0,male,Nairobi
1151,Kapengurian,1.2461046778985062e+18,prefer not to say,Nairobi
1152,alphoncetiffz,2310219122.0,prefer not to say,Mombasa
1153,maryatieno2011,1889919132.0,prefer not to say,Nairobi
1154,Abdiqadir_H_A,1.4613192515753288e+18,male,Nairobi
1155,alex_njuguna17,1.0549593869453148e+18,male,Thika
1156,CollinsKibetKo3,1.159761921798787e+18,prefer not to say,Unknown
1157,Gandalf_vih,7.33312328259756e+17,prefer not to say,Nairobi
1158,Dennoh_kelly,1.2550358625990533e+18,prefer not to say,Nairobi
1159,Nyargidaktari,1.1839939383042212e+18,prefer not to say,Nairobi
1160,Fling_Guss,1.3775469945085706e+18,male,Nairobi
1161,DonJay_07,7.427839073435443e+17,prefer not to say,Nairobi
1162,Luciann254,1.257739335866159e+18,prefer not to say,Nairobi
1163,chumba_1801,1.2666967955828e+18,prefer not to say,Kitale
1164,Bonniekaf,1.524933644879536e+18,prefer not to say,Nairobi
1165,Leroy_254,1.400836702780985e+18,prefer not to say,Nairobi
1166,KoganjoKE,1.251123148541608e+18,prefer not to say,Nairobi
1167,kibet_too,1054759940.0,prefer not to say,Nairobi
1168,SheillahMambo,988458350.0,prefer not to say,Nakuru
1169,kirimifrank8,9.752521986355732e+17,prefer not to say,Meru
1170,djtosh31,7.959366949146542e+17,prefer not to say,Nairobi
1171,_KibetClinton,9.788699454371268e+17,prefer not to say,Nakuru
1172,veak_arts,9.579664240725074e+17,male,Nairobi
1173,BobOtienoOwino,2560070297.0,male,Kisumu
1174,kemboikips04,7.556458184226284e+17,prefer not to say,Nairobi
1175,kuriazach,235594860.0,prefer not to say,Nairobi
1176,Kyule254,911093941.0,male,Nairobi
1177,HonAbdik,1611278491.0,prefer not to say,Nairobi
1178,vinnieomegah,3316904407.0,prefer not to say,Nairobi
1179,nichomaingi,102619105.0,prefer not to say,Nairobi
1180,elsonTys1,1.263907735042691e+18,prefer not to say,Nairobi
1181,tim_kasimolo,115665808.0,male,Nairobi
1182,albert_chiro,1.0229444612220396e+18,prefer not to say,Mombasa
1183,qybe_marlaw,2832582316.0,prefer not to say,Eldoret
1184,otieno_elija,8.759326623383347e+17,prefer not to say,Mombasa
1185,nic_deemamany,224126124.0,male,Nairobi
1186,brianlelimo,4373160267.0,prefer not to say,Nairobi
1187,MugoKenny,7.165666744309023e+17,prefer not to say,Naivasha
1188,VinnyyobzK,1.272329437279912e+18,prefer not to say,Nairobi
1189,mocemartin,264022432.0,prefer not to say,Nairobi
1190,KE100V_KE100V,9.112430523537162e+17,prefer not to say,Nairobi
1191,festus_kenga,2730412739.0,male,Mombasa
1192,RuttoHon,1.5269391131816632e+18,male,Eldoret
1193,kgitonga67,2397320446.0,prefer not to say,Nairobi
1194,PhinyNamu,2405604923.0,prefer not to say,Nairobi
1195,WillyKpsony,2148527212.0,male,Eldoret
1196,Sanjotz,8.891312759944929e+17,prefer not to say,Nairobi
1197,JWangto,1.2652839200624476e+18,prefer not to say,Nairobi
1198,wagurasam,2290316231.0,male,Nairobi
1199,Rotichk2,1.0555959971649004e+18,prefer not to say,Nairobi
1200,LawrenceKibet,372410397.0,male,Nakuru
1201,mugojay895,7.296310375427809e+17,male,Nairobi
1202,Echolnk,285281626.0,prefer not to say,Nairobi
1203,MiqChelsea,1.1535720626209997e+18,male,Thika
1204,100Manoti,344627728.0,prefer not to say,Nairobi
1205,estherkaya344,1.515738854636073e+18,prefer not to say,Nairobi
1206,am_josphat,141161332.0,prefer not to say,Nairobi
1207,EngineerAron,1.090351089390678e+18,male,Nairobi
1208,EzbonCheruiyot,1.4360554454546596e+18,prefer not to say,Nairobi
1209,endrymwaka,923140136.0,prefer not to say,Nairobi
1210,isaacka97,8.051384550680248e+17,male,Nairobi
1211,jim_munene,8.025289633902715e+17,male,Nairobi
1212,KorosIvan,1.1876236886041764e+18,male,Eldoret
1213,dunny_33ke,1.0638618451555656e+18,male,Mombasa
1214,c_murugi4,1.246534299815469e+18,prefer not to say,Nairobi
1215,mudfishKenya,1.0446249388570584e+18,prefer not to say,Nairobi
1216,itsdanteh_,1.4177811749870715e+18,prefer not to say,Nairobi
1217,MuneneWaNjeru,867954612.0,prefer not to say,Nairobi
1218,Alvinmwa1,8.923247485748224e+17,prefer not to say,Nairobi
